date,city,store,product,sales_revenue_aud,orders,customers,sales_channel,notes
2025-01-26,Melbourne,Melbourne Central,Premium Storm Jacket,4230.71,36,32,In-store,City typo/inconsistent format;
2025-01-26,Brisbane,Brisbane Queen St,Classic Rain Jacket,2505.42,20,15,phone,
2025-01-26,Perth,Perth Murray St,Urban Waterproof Jacket,2808.22,16,15,In-store,
2025-01-27,Melbourne,Melbourne Central,Classic Rain Jacket,2544.66,29,28,In-store,
2025-01-27,Brisbane,Brisbane Queen St,Classic Rain Jacket,0.0,24,19,walk in,Missing revenue;
2025-01-28,Sydney,Sydney CBD,Classic Rain Jacket,2923.35,23,17,phone,
2025-01-28,Melbourne,Melbourne Central,Classic Rain Jacket,2621.24,20,16,In-store,
2025-01-28,Brisbane,Brisbane Queen St,Lightweight Poncho,0.0,0,0,walk in,
2025-01-28,Perth,Perth Murray St,Premium Storm Jacket,2132.55,22,19,In-store,
2025-01-29,Sydney,Sydney CBD,Lightweight Poncho,1620.78,18,14,walk in,
2025-01-29,Melbourne,Melbourne Central,Urban Waterproof Jacket,1665.76,20,17,Online,City typo/inconsistent format;
2025-01-29,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4313.02,23,20,In-store,
2025-01-29,Perth,Perth Murray St,Lightweight Poncho,2281.82,23,19,Online,
2025-01-30,Sydney,Sydney CBD,Premium Storm Jacket,1980.61,18,15,phone,
2025-01-30,Melbourne,Melbourne Central,Lightweight Poncho,4160.1,27,22,In-store,
2025-01-30,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2440.21,16,12,walk in,
2025-01-30,Perth,Perth Murray St,Urban Waterproof Jacket,2445.34,24,23,Online,City typo/inconsistent format;
2025-01-31,Sydney,Sydney CBD,Classic Rain Jacket,725.56,9,7,phone,
2025-01-31,Melbourne,Melbourne Central,Urban Waterproof Jacket,5134.38,29,30,In-store,
2025-01-31,Brisbane,Brisbane Queen St,Premium Storm Jacket,535.71,5,5,walk in,
2025-01-31,Perth,Perth Murray St,Urban Waterproof Jacket,1379.33,16,15,Online,
2025-02-01,Sydney,Sydney CBD,Premium Storm Jacket,4028.16,24,24,In-store,
2025-02-01,Melbourne,Melbourne Central,Lightweight Poncho,3704.95,23,17,Online,
2025-02-01,Brisbane,Brisbane Queen St,Classic Rain Jacket,2901.22,32,29,Online,
2025-02-01,Perth,Perth Murray St,Classic Rain Jacket,854.9,11,9,Online,
2025-02-02,Sydney,Sydney CBD,Lightweight Poncho,1665.64,20,19,Online,
2025-02-02,Melbourne,Melbourne Central,Lightweight Poncho,1553.99,13,12,walk in,
2025-02-02,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3175.59,31,27,walk in,
2025-02-02,Perth,Perth Murray St,Premium Storm Jacket,2647.93,31,27,phone,
2025-02-03,Sydney,Sydney CBD,Classic Rain Jacket,2591.71,20,16,Online,
2025-02-03,Melbourne,Melbourne Central,Premium Storm Jacket,1806.29,18,15,In-store,
2025-02-03,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,926.86,6,5,In-store,
2025-02-03,Perth,Perth Murray St,Lightweight Poncho,2131.93,24,21,In-store,
2025-02-04,Sydney,Sydney CBD,Classic Rain Jacket,2793.0,0,21,In-store,Missing orders;
2025-02-04,Melbourne,Melbourne Central,Lightweight Poncho,5362.26,27,26,Online,
2025-02-04,Brisbane,Brisbane Queen St,Lightweight Poncho,2168.31,16,14,In-store,
2025-02-04,Perth,Perth Murray St,Premium Storm Jacket,1104.52,13,10,In-store,
2025-02-05,Sydney,Sydney CBD,Urban Waterproof Jacket,2456.76,14,12,phone,
2025-02-05,Melbourne,Melbourne Central,Premium Storm Jacket,3618.73,19,14,Online,
2025-02-05,Brisbane,Brisbane Queen St,Lightweight Poncho,1727.07,18,13,walk in,City typo/inconsistent format;
2025-02-05,Perth,Perth Murray St,Classic Rain Jacket,1798.02,18,16,Online,
2025-02-06,Sydney,Sydney CBD,Classic Rain Jacket,1673.15,10,9,Online,
2025-02-06,Melbourne,Melbourne Central,Urban Waterproof Jacket,2807.21,19,15,Online,
2025-02-06,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2602.16,24,24,In-store,
2025-02-06,Perth,Perth Murray St,Classic Rain Jacket,3068.08,40,31,Online,
2025-02-07,Sydney,Sydney CBD,Urban Waterproof Jacket,1640.6,19,17,walk in,
2025-02-07,Melbourne,Melbourne Central,Classic Rain Jacket,4113.92,38,37,phone,
2025-02-07,Brisbane,Bris Queen St,Premium Storm Jacket,1600.16,17,15,walk in,
2025-02-07,Perth,Perth Murray St,Lightweight Poncho,3029.41,21,17,Online,
2025-02-08,Sydney,Sydney CBD,Urban Waterproof Jacket,1645.02,10,8,In-store,
2025-02-08,Melbourne,Melbourne Central,Urban Waterproof Jacket,4735.35,27,22,In-store,
2025-02-08,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2733.96,22,21,In-store,
2025-02-08,Perth,Perth Murray St,Urban Waterproof Jacket,4815.11,0,49,walk in,Invalid orders value;
2025-02-09,Sydney,Sydney CBD,Lightweight Poncho,3515.77,24,21,Online,
2025-02-09,Unknown,Melbourne Central,Lightweight Poncho,5276.6,28,28,phone,Missing city;
2025-02-09,Brisbane,Bris Queen St,Lightweight Poncho,2955.6,15,12,In-store,
2025-02-09,Perth,Perth Murray St,Classic Rain Jacket,3110.49,22,17,Online,
2025-02-10,Sydney,Sydney CBD,Premium Storm Jacket,4379.05,25,26,Online,
2025-02-10,Melbourne,Melbourne Central,Classic Rain Jacket,4446.29,26,23,In-store,Orders stored as text;
2025-02-10,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1112.4,11,9,In-store,
2025-02-10,Perth,Perth Murray St,Lightweight Poncho,3203.84,29,21,In-store,City typo/inconsistent format;
2025-02-11,Sydney,Sydney CBD,Lightweight Poncho,2186.25,16,16,walk in,
2025-02-11,Melbourne,Melbourne Central,Classic Rain Jacket,2573.11,25,25,phone,
2025-02-11,Brisbane,Brisbane Queen St,Lightweight Poncho,1424.71,10,9,In-store,
2025-02-11,Perth,Perth Murray St,Premium Storm Jacket,2847.88,26,22,walk in,
2025-02-12,Sydney,Sydney CBD,Premium Storm Jacket,439.4,4,4,Online,
2025-02-12,Melbourne,Melbourne Central,Premium Storm Jacket,2299.21,27,27,Online,
2025-02-12,Brisbane,Brisbane Queen St,Lightweight Poncho,5400.66,28,23,In-store,
2025-02-12,Unknown,Perth Murray St,Lightweight Poncho,2218.66,22,21,phone,
2025-02-13,Sydney,Sydney CBD,Lightweight Poncho,2840.58,26,21,Online,
2025-02-13,Melbourne,Melbourne Central,Premium Storm Jacket,2594.85,33,31,Online,City typo/inconsistent format;
2025-02-13,Brisbane,Brisbane Queen St,Classic Rain Jacket,1639.66,12,10,Online,
2025-02-13,Perth,Perth Murray St,Urban Waterproof Jacket,5004.82,32,24,walk in,
2025-02-14,Unknown,Sydney CBD,Urban Waterproof Jacket,3583.66,26,21,walk in,
2025-02-14,Melbourne,Melbourne Central,Urban Waterproof Jacket,2174.9,17,52,In-store,Customers unusually high vs orders;
2025-02-14,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3316.45,18,18,Online,
2025-02-14,Perth,Perth Murry St,Classic Rain Jacket,3219.7,22,21,phone,
2025-02-15,Sydney,Sydney CBD,Classic Rain Jacket,2060.36,24,20,Online,
2025-02-15,Melbourne,Melbourne Central,Classic Rain Jacket,2455.19,21,18,Online,
2025-02-15,Brisbane,Brisbane Queen St,Classic Rain Jacket,3615.23,21,18,phone,
2025-02-15,Perth,Perth Murray St,Urban Waterproof Jacket,4432.65,28,22,Online,
2025-02-16,Sydney,Sydney CBD,Premium Storm Jacket,1046.89,11,8,Online,
2025-02-16,Melbourne,Melbourne Central,Classic Rain Jacket,3820.51,29,25,phone,
2025-02-16,Brisbane,Brisbane Queen St,Lightweight Poncho,2108.11,25,19,In-store,
2025-02-16,Perth,Perth Murray St,Lightweight Poncho,4059.13,24,0,walk in,Missing customers;
2025-02-17,Sydney,Sydney CBD,Urban Waterproof Jacket,2664.62,14,13,In-store,
2025-02-17,Melbourne,Melbourne Cntrl,Urban Waterproof Jacket,0.0,26,25,In-store,Missing revenue;
2025-02-17,Brisbane,Brisbane Queen St,Premium Storm Jacket,2850.51,19,14,Online,
2025-02-17,Perth,Perth Murray St,Classic Rain Jacket,1441.21,9,8,In-store,
2025-02-18,Sydney,Sydney-CBD,Classic Rain Jacket,3513.77,0,25,Online,Missing orders;
2025-02-18,Melbourne,Melbourne Central,Premium Storm Jacket,2097.9,19,17,In-store,
2025-02-18,Brisbane,Brisbane Queen St,Premium Storm Jacket,1432.2,8,6,Online,
2025-02-18,Perth,Perth Murray St,Urban Waterproof Jacket,3088.82,26,19,In-store,
2025-02-19,Sydney,Sydney CBD,Premium Storm Jacket,1423.09,17,0,walk in,Missing customers;
2025-02-19,Melbourne,Melbourne Central,Lightweight Poncho,410.99,4,3,walk in,
2025-02-19,Brisbane,Brisbane Queen St,Premium Storm Jacket,3286.22,19,17,In-store,City typo/inconsistent format;
2025-02-19,Perth,Perth-Murray,Classic Rain Jacket,4458.54,28,26,In-store,
2025-02-20,Sydney,Syd CBD,Urban Waterproof Jacket,1756.94,19,16,In-store,
2025-02-20,Melbourne,Melbourne Central,Lightweight Poncho,4647.43,24,18,Online,
2025-02-20,Brisbane,Brisbane Queen St,Classic Rain Jacket,1429.36,17,15,Online,
2025-02-20,Perth,Perth Murray St,Urban Waterproof Jacket,2790.47,32,30,In-store,
2025-02-21,Sydney,Sydney CBD,Classic Rain Jacket,326.43,2,1,Online,
2025-02-21,Melbourne,Melb Central,Premium Storm Jacket,5421.9,29,23,phone,
2025-02-21,Brisbane,Brisbane Queen St,Lightweight Poncho,1643.41,17,14,In-store,
2025-02-21,Perth,Perth Murray St,Urban Waterproof Jacket,2664.12,17,13,In-store,
2025-02-22,Sydney,Sydney CBD,Lightweight Poncho,1646.72,10,7,In-store,
2025-02-22,Melbourne,Melbourne Cntrl,Urban Waterproof Jacket,1593.47,17,16,In-store,
2025-02-22,Brisbane,Brisbane Queen St,Classic Rain Jacket,2123.56,21,19,Online,
2025-02-22,Perth,Perth Murray St,Premium Storm Jacket,2760.7,18,18,Online,
2025-02-23,Sydney,Sydney CBD,Premium Storm Jacket,4247.12,23,24,Online,
2025-02-23,Melbourne,Melbourne Central,Classic Rain Jacket,2593.27,23,23,In-store,
2025-02-23,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1567.62,15,14,walk in,
2025-02-23,Perth,Perth Murray St,Classic Rain Jacket,3182.55,32,32,Online,
2025-02-24,Sydney,Sydney CBD,Lightweight Poncho,3710.76,22,18,In-store,
2025-02-24,Melbourne,Melbourne Central,Lightweight Poncho,3272.04,39,35,phone,
2025-02-24,Brisbane,Bris Queen St,Urban Waterproof Jacket,1434.01,15,13,Online,
2025-02-24,Perth,Perth Murray St,Classic Rain Jacket,1679.85,11,10,In-store,
2025-02-25,Melbourne,Melbourne Central,Premium Storm Jacket,2315.82,20,19,walk in,
2025-02-25,Brisbane,Brisbane Queen St,Lightweight Poncho,2472.59,19,16,Online,
2025-02-25,Perth,Perth Murray St,Premium Storm Jacket,4762.51,24,23,In-store,
2025-02-26,Sydney,Sydney CBD,Urban Waterproof Jacket,3064.98,22,22,In-store,
2025-02-26,Melbourne,Melbourne Central,Premium Storm Jacket,5453.44,32,29,Online,
2025-02-26,Brisbane,Brisbane Queen St,Classic Rain Jacket,1174.64,10,9,phone,Orders stored as text;
2025-02-26,Perth,Perth Murray St,Lightweight Poncho,1985.17,26,26,walk in,
2025-02-27,Sydney,Sydney CBD,Lightweight Poncho,2797.31,16,12,Online,
2025-02-27,Melbourne,Melbourne Central,Urban Waterproof Jacket,6117.26,34,35,walk in,
2025-02-27,Brisbane,Brisbane Queen St,Classic Rain Jacket,4533.03,34,33,Online,
2025-02-27,Perth,Perth Murray St,Premium Storm Jacket,2604.05,26,27,Online,
2025-02-28,Sydney,Sydney CBD,Urban Waterproof Jacket,3975.42,20,19,walk in,
2025-02-28,Unknown,Melbourne Central,Premium Storm Jacket,3124.53,30,25,walk in,Missing city;
2025-02-28,Brisbane,Brisbane Queen St,Premium Storm Jacket,1836.79,13,13,In-store,
2025-02-28,Perth,Perth Murray St,Premium Storm Jacket,2519.82,28,23,Online,
2025-03-01,Sydney,Sydney CBD,Premium Storm Jacket,4713.0,32,32,walk in,
2025-03-01,Melbourne,Melbourne Central,Premium Storm Jacket,3076.1,25,22,phone,
2025-03-01,Brisbane,Brisbane Queen St,Premium Storm Jacket,0.0,41,40,phone,City typo/inconsistent format; Revenue stored as text;
2025-03-01,Perth,Perth Murray St,Lightweight Poncho,1536.98,12,9,In-store,
2025-03-02,Sydney,Sydney CBD,Urban Waterproof Jacket,1826.85,20,19,Online,
2025-03-02,Melbourne,Melbourne Central,Urban Waterproof Jacket,4959.37,34,26,phone,
2025-03-02,Brisbane,Brisbane Queen St,Lightweight Poncho,2475.1,27,23,Online,
2025-03-02,Perth,Perth Murray St,Lightweight Poncho,2194.39,19,19,In-store,
2025-03-03,Sydney,Sydney CBD,Classic Rain Jacket,3022.52,20,18,phone,
2025-03-03,Melbourne,Melbourne Central,Premium Storm Jacket,2106.43,25,24,Online,
2025-03-03,Brisbane,Brisbane Queen St,Lightweight Poncho,2605.73,29,22,Online,
2025-03-03,Perth,Perth Murray St,Premium Storm Jacket,0.0,28,23,In-store,Revenue stored as text;
2025-03-04,Sydney,Sydney CBD,Urban Waterproof Jacket,3628.47,25,25,In-store,
2025-03-04,Melbourne,Melbourne Central,Lightweight Poncho,2947.07,32,28,In-store,
2025-03-04,Brisbane,Brisbane Queen St,Premium Storm Jacket,6646.03,34,28,phone,
2025-03-04,Perth,Perth Murray St,Classic Rain Jacket,2914.15,34,30,Online,
2025-03-05,Sydney,Sydney CBD,Lightweight Poncho,4357.98,28,29,Online,
2025-03-05,Melbourne,Melbourne Central,Premium Storm Jacket,1569.43,16,16,In-store,
2025-03-05,Brisbane,Brisbane Queen St,Classic Rain Jacket,4483.95,41,69,In-store,Customers unusually high vs orders;
2025-03-05,Perth,Perth Murray St,Lightweight Poncho,4996.85,35,35,phone,
2025-03-06,Sydney,Sydney CBD,Classic Rain Jacket,555.97,7,6,In-store,
2025-03-06,Melbourne,Melbourne Central,Premium Storm Jacket,3581.64,21,16,Online,City typo/inconsistent format;
2025-03-06,Brisbane,Brisbane Queen St,Lightweight Poncho,3893.97,29,28,walk in,
2025-03-06,Perth,Perth Murray St,Urban Waterproof Jacket,2866.85,30,30,Online,
2025-03-07,Sydney,Sydney CBD,Classic Rain Jacket,3241.16,32,25,Online,
2025-03-07,Melbourne,Melbourne Central,Lightweight Poncho,3341.79,31,24,Online,
2025-03-07,Brisbane,Brisbane Queen St,Classic Rain Jacket,5011.4,31,25,phone,
2025-03-07,Perth,Perth Murray St,Urban Waterproof Jacket,2151.26,12,11,Online,
2025-03-08,Sydney,Sydney CBD,Urban Waterproof Jacket,2417.19,17,15,Online,
2025-03-08,Melbourne,Melbourne Central,Classic Rain Jacket,0.0,30,22,Online,Missing revenue;
2025-03-08,Brisbane,Brisbane Queen St,Classic Rain Jacket,3556.96,27,22,phone,
2025-03-08,Perth,Perth Murray St,Classic Rain Jacket,2833.68,28,25,Online,
2025-03-09,Sydney,Sydney CBD,Urban Waterproof Jacket,2819.35,29,25,Online,
2025-03-09,Melbourne,Melbourne Central,Urban Waterproof Jacket,7699.09,41,35,phone,
2025-03-09,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3441.89,18,15,walk in,
2025-03-09,Perth,Perth Murray St,Lightweight Poncho,5258.43,31,30,Online,
2025-03-10,Sydney,Sydney CBD,Premium Storm Jacket,7227.54,38,34,phone,
2025-03-10,Melbourne,Melbourne Central,Premium Storm Jacket,2225.03,23,23,phone,
2025-03-10,Brisbane,Brisbane Queen St,Classic Rain Jacket,2238.61,20,18,In-store,
2025-03-10,Perth,Perth Murray St,Urban Waterproof Jacket,3271.88,21,17,walk in,
2025-03-11,Sydney,Sydney CBD,Lightweight Poncho,1984.09,17,15,Online,
2025-03-11,Sydney,Sydney CBD,Lightweight Poncho,1984.09,17,15,Online,Possible duplicate row
2025-03-11,Melbourne,Melbourne Central,Lightweight Poncho,2477.26,26,22,Online,
2025-03-11,Brisbane,Brisbane Queen St,Lightweight Poncho,4782.21,29,29,Online,
2025-03-11,Perth,Perth Murray St,Classic Rain Jacket,2736.62,26,20,phone,
2025-03-12,Sydney,Sydney CBD,Lightweight Poncho,2416.69,24,22,Online,
2025-03-12,Unknown,Melbourne Central,Classic Rain Jacket,2174.46,14,12,Online,Missing city;
2025-03-12,Brisbane,Brisbane Q Street,Urban Waterproof Jacket,3770.73,20,15,Online,
2025-03-12,Perth,Perth Murray St,Classic Rain Jacket,5628.02,29,28,phone,
2025-03-13,Sydney,Sydney CBD,Urban Waterproof Jacket,2681.06,26,25,In-store,
2025-03-13,Sydney,Sydney CBD,Lightweight Poncho,2681.06,26,25,Online,Possible duplicate row
2025-03-13,Melbourne,Melbourne Central,Classic Rain Jacket,2038.94,23,23,In-store,
2025-03-13,Brisbane,Brisbane Queen St,Lightweight Poncho,2565.96,24,21,walk in,
2025-03-13,Perth,Perth Murray St,Urban Waterproof Jacket,3355.45,32,27,Online,
2025-03-14,Sydney,Sydney CBD,Classic Rain Jacket,4090.6,36,32,In-store,
2025-03-14,Melbourne,Melbourne Central,Lightweight Poncho,8134.65,42,32,walk in,
2025-03-14,Melbourne,Melbourne Central,Classic Rain Jacket,8134.65,42,32,walk in,Possible duplicate row
2025-03-14,Brisbane,Brisbane Queen St,Lightweight Poncho,5114.07,33,30,Online,
2025-03-14,Perth,Perth Murray St,Premium Storm Jacket,3167.35,0,24,phone,Invalid orders value;
2025-03-15,Sydney,Sydney CBD,Lightweight Poncho,6726.8,42,41,phone,
2025-03-15,Melbourne,Melbourne Central,Urban Waterproof Jacket,2797.19,32,27,phone,
2025-03-15,Brisbane,Brisbane Queen St,Lightweight Poncho,3661.41,29,23,In-store,
2025-03-15,Unknown,Perth Murray St,Urban Waterproof Jacket,1492.47,18,16,phone,
2025-03-16,Sydney,Sydney CBD,Urban Waterproof Jacket,2828.94,28,24,phone,
2025-03-16,Melbourne,Melbourne Central,Premium Storm Jacket,2302.19,19,16,Online,
2025-03-16,Brisbane,Brisbane Queen St,Classic Rain Jacket,4566.56,23,18,phone,
2025-03-16,Perth,Perth Murray St,Lightweight Poncho,1404.8,13,10,walk in,
2025-03-17,Sydney,Sydney CBD,Lightweight Poncho,3094.96,27,22,In-store,
2025-03-17,Melbourne,Melbourne Central,Premium Storm Jacket,1986.66,20,20,Online,
2025-03-17,Brisbane,Brisbane Queen St,Classic Rain Jacket,6407.85,38,31,In-store,
2025-03-17,Perth,Perth Murray St,Classic Rain Jacket,5714.42,35,30,walk in,
2025-03-18,Sydney,Sydney CBD,Premium Storm Jacket,3300.77,23,20,Online,
2025-03-18,Melbourne,Melbourne Central,Lightweight Poncho,5200.45,30,27,In-store,
2025-03-18,Brisbane,Brisbane Queen St,Classic Rain Jacket,1644.69,18,16,Online,
2025-03-18,Perth,Perth Murray St,Lightweight Poncho,2698.63,33,32,Online,
2025-03-19,Sydney,Sydney CBD,Lightweight Poncho,5454.36,37,29,Online,
2025-03-19,Melbourne,Melbourne Central,Lightweight Poncho,4637.95,53,78,Online,City typo/inconsistent format; Customers unusually high vs orders;
2025-03-19,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3729.05,20,19,In-store,
2025-03-19,Perth,Perth Murray St,Premium Storm Jacket,2860.97,27,21,Online,
2025-03-20,Sydney,Sydney CBD,Lightweight Poncho,6001.64,34,33,In-store,
2025-03-20,Melbourne,Melbourne Central,Lightweight Poncho,3298.49,26,26,In-store,
2025-03-20,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2144.86,13,11,In-store,
2025-03-20,Perth,Perth Murray St,Lightweight Poncho,2649.72,31,27,phone,
2025-03-21,Sydney,Sydney CBD,Lightweight Poncho,3378.6,37,37,phone,
2025-03-21,Melbourne,Melbourne Central,Classic Rain Jacket,5626.19,29,22,walk in,
2025-03-21,Brisbane,Brisbane Queen St,Lightweight Poncho,2230.01,20,20,Online,
2025-03-21,Perth,Perth Murray St,Premium Storm Jacket,2205.57,23,23,In-store,
2025-03-22,Sydney,Sydney CBD,Premium Storm Jacket,1556.1,12,12,Online,
2025-03-22,Melbourne,Melbourne Central,Classic Rain Jacket,1920.22,19,14,In-store,
2025-03-22,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3694.19,35,28,Online,
2025-03-22,Perth,Perth Murray St,Premium Storm Jacket,2570.73,30,28,Online,
2025-03-23,Sydney,Sydney CBD,Lightweight Poncho,4158.14,27,27,Online,
2025-03-23,Melbourne,Melbourne Central,Classic Rain Jacket,3381.77,35,35,In-store,
2025-03-23,Brisbane,Brisbane Queen St,Lightweight Poncho,1484.7,0,16,Online,Missing orders;
2025-03-23,Perth,Perth Murray St,Urban Waterproof Jacket,2576.41,17,16,Online,
2025-03-24,Sydney,Sydney CBD,Premium Storm Jacket,3781.93,41,31,Online,
2025-03-24,Melbourne,Melbourne Central,Classic Rain Jacket,3219.16,18,16,walk in,
2025-03-24,Brisbane,Brisbane Queen St,Lightweight Poncho,1720.11,21,16,phone,Orders stored as text;
2025-03-24,Perth,Perth Murray St,Premium Storm Jacket,1909.89,24,19,phone,
2025-03-25,Sydney,Sydney CBD,Premium Storm Jacket,1779.07,18,17,phone,
2025-03-25,Melbourne,Melbourne Central,Lightweight Poncho,2308.35,21,20,Online,
2025-03-25,Brisbane,Brisbane Queen St,Premium Storm Jacket,4667.37,31,28,In-store,
2025-03-25,Unknown,Perth-Murray,Urban Waterproof Jacket,3808.19,32,30,In-store,
2025-03-26,Melbourne,Melbourne Central,Classic Rain Jacket,5807.21,38,30,walk in,
2025-03-26,Brisbane,Brisbane Queen St,Lightweight Poncho,4991.12,31,24,Online,
2025-03-26,Perth,Perth Murray St,Premium Storm Jacket,2788.43,16,15,In-store,
2025-03-27,Sydney,Sydney CBD,Premium Storm Jacket,4146.99,28,26,Online,
2025-03-27,Melbourne,Melbourne Central,Classic Rain Jacket,2126.93,18,18,Online,
2025-03-27,Brisbane,Brisbane Queen St,Premium Storm Jacket,2949.03,25,0,Online,Missing customers;
2025-03-27,Perth,Perth Murray St,Urban Waterproof Jacket,2597.23,27,21,In-store,
2025-03-28,Sydney,Sydney CBD,Classic Rain Jacket,4400.45,44,45,phone,
2025-03-28,Melbourne,Melbourne Central,Lightweight Poncho,5935.78,39,39,walk in,
2025-03-28,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3941.04,32,30,Online,
2025-03-28,Unknown,Perth Murray St,Classic Rain Jacket,4238.98,36,36,walk in,Missing city;
2025-03-29,Sydney,Sydney CBD,Urban Waterproof Jacket,2685.59,24,24,In-store,
2025-03-29,Melbourne,Melbourne Central,Urban Waterproof Jacket,4602.34,30,26,phone,
2025-03-29,Brisbane,Brisbane Queen St,Lightweight Poncho,3159.03,24,18,walk in,
2025-03-29,Perth,Perth Murray St,Urban Waterproof Jacket,3148.9,20,19,walk in,
2025-03-30,Sydney,Sydney CBD,Premium Storm Jacket,3057.68,30,29,In-store,
2025-03-30,Melbourne,Melbourne Central,Classic Rain Jacket,2614.29,25,24,phone,
2025-03-30,Brisbane,Brisbane Queen St,Premium Storm Jacket,4492.4,39,37,Online,
2025-03-30,Perth,Perth Murray St,Classic Rain Jacket,1954.3,18,13,Online,
2025-03-31,Sydney,Sydney CBD,Premium Storm Jacket,2278.57,20,17,Online,
2025-03-31,Melbourne,Melbourne Central,Urban Waterproof Jacket,2961.77,31,30,In-store,
2025-03-31,Brisbane,Brisbane Queen St,Lightweight Poncho,3001.34,36,27,Online,
2025-03-31,Perth,Perth Murray St,Urban Waterproof Jacket,3448.49,27,25,Online,
2025-04-01,Sydney,Sydney CBD,Lightweight Poncho,5889.35,32,29,In-store,
2025-04-01,Melbourne,Melbourne Central,Premium Storm Jacket,3533.55,21,20,Online,
2025-04-01,Brisbane,Brisbane Queen St,Lightweight Poncho,4996.82,46,44,walk in,
2025-04-01,Perth,Perth Murry St,Lightweight Poncho,2960.9,28,24,In-store,
2025-04-02,Sydney,Sydney CBD,Lightweight Poncho,3387.37,23,21,walk in,
2025-04-02,Melbourne,Melbourne Central,Premium Storm Jacket,3982.98,35,27,Online,
2025-04-02,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,6894.43,35,27,In-store,
2025-04-02,Perth,Perth Murray St,Classic Rain Jacket,4865.11,37,35,Online,
2025-04-03,Sydney,Sydney CBD,Premium Storm Jacket,3374.72,33,27,walk in,
2025-04-03,Melbourne,Melb Central,Lightweight Poncho,4801.55,27,22,Online,City typo/inconsistent format;
2025-04-03,Brisbane,Brisbane Queen St,Premium Storm Jacket,1686.8,19,15,Online,
2025-04-03,Perth,Perth Murray St,Urban Waterproof Jacket,1896.38,20,17,Online,
2025-04-04,Sydney,Sydney CBD,Lightweight Poncho,4796.61,30,22,In-store,
2025-04-04,Melbourne,Melbourne Central,Urban Waterproof Jacket,5247.14,49,49,Online,
2025-04-04,Brisbane,Brisbane Queen St,Lightweight Poncho,3079.14,20,16,phone,
2025-04-04,Perth,Perth Murray St,Premium Storm Jacket,2805.08,26,19,In-store,
2025-04-05,Unknown,Sydney CBD,Premium Storm Jacket,4601.74,46,46,In-store,
2025-04-05,Melbourne,Melbourne Central,Lightweight Poncho,5720.55,34,25,walk in,
2025-04-05,Brisbane,Brisbane Queen St,Classic Rain Jacket,3623.54,25,21,In-store,
2025-04-05,Perth,Perth Murray St,Classic Rain Jacket,4281.87,23,24,phone,
2025-04-06,Sydney,Sydney CBD,Classic Rain Jacket,4400.9,34,25,phone,
2025-04-06,Melbourne,Melbourne Central,Lightweight Poncho,4302.74,31,26,In-store,
2025-04-06,Brisbane,Brisbane Queen St,Lightweight Poncho,7247.79,39,32,In-store,
2025-04-06,Perth,Perth Murry St,Lightweight Poncho,1244.13,12,11,walk in,
2025-04-07,Sydney,Sydney CBD,Lightweight Poncho,1832.75,24,24,In-store,
2025-04-07,Melbourne,Melbourne Central,Classic Rain Jacket,5382.54,31,27,walk in,
2025-04-07,Brisbane,Brisbane Queen St,Lightweight Poncho,2205.5,22,17,Online,
2025-04-07,Perth,Perth Murray St,Classic Rain Jacket,1750.18,20,16,phone,
2025-04-08,Sydney,Sydney CBD,Lightweight Poncho,7868.63,45,38,Online,
2025-04-08,Melbourne,Melbourne Central,Urban Waterproof Jacket,6453.77,40,41,walk in,
2025-04-08,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3339.88,33,28,phone,
2025-04-08,Perth,Perth Murray St,Urban Waterproof Jacket,2905.35,26,25,walk in,
2025-04-09,Sydney,Sydney CBD,Premium Storm Jacket,2042.21,20,15,In-store,
2025-04-09,Melbourne,Melbourne Central,Urban Waterproof Jacket,3094.15,35,32,phone,
2025-04-09,Perth,Perth Murray St,Classic Rain Jacket,3144.65,32,26,phone,
2025-04-10,Sydney,Sydney CBD,Premium Storm Jacket,3177.43,34,26,Online,
2025-04-10,Unknown,Melbourne Central,Lightweight Poncho,4831.04,26,25,In-store,Missing city;
2025-04-10,Brisbane,Brisbane Queen St,Premium Storm Jacket,6532.02,33,32,In-store,
2025-04-10,Perth,Perth Murry St,Urban Waterproof Jacket,2307.9,17,17,In-store,
2025-04-11,Melbourne,Melbourne Central,Urban Waterproof Jacket,5148.91,28,23,In-store,
2025-04-11,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3090.07,19,17,Online,
2025-04-11,Perth,Perth Murray St,Premium Storm Jacket,6267.07,39,39,Online,
